date,ATM_30,ATM_60,ATM_90,RR25_30,RR25_60,RR25_90,RR25_180,RV30,RV60,RV90,OVX,GPR,InfectEMVIndex,W875RX1,DPCERA3M086SBEA,CMRMTSPL,IPCONGD,IPNCONGD,IPNMAT,UNRATE,UEMPLT5,UEMP5TO14,UEMP15T26,ICSA,USGOVT,CES0600000007,AWHMAN,HOUST,HOUSTW,BUSLOANS,GS5,TB3SMFFM,TB6SMFFM,EXSZUS,VIXCLS,CO1,CO3,CO6,BRENT,MichiganConsumer,FinancialUncertaintyH1,FinancialUncertaintyH3,FinancialUncertaintyH12,MacroUncertaintyH1,MacroUncertaintyH3,MacroUncertaintyH12,RealUncertaintyH1,RealUncertaintyH3,RealUncertaintyH12,RPI,IPBUSEQ,IPFUELS,CLF16OV,UEMPMEAN,USGOOD,CES1021000001,USCONS,DMANEMP,NDMANEMP,USTPU,USWTRADE,AWOTMAN,HOUSTNE,DGORDER,AMDMUO,BUSINV,M1SL,M2REAL,BOGMBASE,NONBORRES,NONREVSL,NONREVSLAR,FEDFUNDS,TB3MS,TB6MS,GS1,GS10,T1YFFM,T5YFFM,T10YFFM,AAAFFM,EXJPUS,EXUSUK,EXCAUS,WPSFD49502,WPSID61,PPICMM,CPIAPPSL,CPIMEDSL,CUSR0000SAD,DDURRG3M086SBEA,CES0600000008,CES2000000008,DTCOLNVHFNM,DTCTHFNM,INVEST,REALLN,CUSR0000SAS,DSERRG3M086SBEA
1.01.2009,83.08571429,75.71809524,69.72761905,-5.99238095,-5.45952381,-5.12238095,-4.68095238,98.77374632,93.5127185,86.53697554,80.9,85.36947632,1.673548387,10880.7,95.637,1153058,97.0261,106.1412,93.1437,7.8,3524,3662,2065,572000,22579,39.2,39.7,490,141,1544.7996,1.6,-0.02,0.15,1.1267,44.68,2.65534632,2.34034632,1.543744589,3.49,1.1,0.010459036,0.004213185,-0.001136769,-0.011733674,-0.017975355,-0.010870858,0.00790722,-0.006478882,-0.007495706,-128.699,-5.0164,0.5846,-445,-0.1,-432,-8,-134,-233,-56,-136,-30.9,0,-27,-22764,-21117,-17719,-18.9,28.7,45600,129400,0.02169,0.9,-0.01,0.1,0.04,-0.05,0.1,-0.04,0.09,0.11,0.01,-1.1545,-0.0392,-0.0089,1.7,0.1,-2,-0.152,1.076,-0.044,-0.076,-0.01,-0.08,-9126.42,-24175.39,43.2973,-25.0687,0.632,-0.073
1.02.2009,72.8135,63.9225,59.717,-5.838,-5.02,-4.9615,-3.881,79.01297149,89.18959618,88.28056046,71.71,67.45267487,0.873571429,10704.9,95.246,1160215,97.1131,105.6922,94.4346,8.3,3450,3936,2456,644000,22576,39.3,39.6,582,113,1532.6777,1.87,0.08,0.23,1.1639,45.57,-1.834119048,-3.354119048,-4.344380952,-0.12,-4.9,-0.023575431,-0.016590084,-0.004871165,-0.051397645,-0.046283135,-0.02096946,-0.04376341,-0.032363204,-0.012233974,-155.924,-0.4576,1.664,328,0.4,-314,-13.2,-121,-133,-48,-161,-47.9,-0.1,27,-2251,-23469,-20987,-15.6,-0.3,-150300,-178200,-0.15705,-0.13,0.07,0.17,0.15,0.18,0.35,0.11,0.2,0.28,0.15,2.7953,-0.004,0.0204,-0.2,-1.5,-19.8,1.921,1.029,0.196,0.005,0.05,0.01,-3419.48,-15796,17.3171,6.5048,0.668,-0.114
1.03.2009,71.86772727,65.59954545,62.37318182,-6.19181818,-5.18818181,-5.38454545,-3.72136364,67.76883738,74.80163587,83.22178067,68.83,72.6446228,0.916774194,10631.6,94.852,1136275,96.5756,105.0324,92.6582,8.7,3465,4122,2625,659250,22560,38.9,39.3,505,79,1511.2508,1.82,0.03,0.24,1.1555,44.8,3.543772727,3.303318182,3.057,3.22,1,-0.050063192,-0.034354985,-0.009087652,-0.050801726,-0.042845953,-0.016337375,-0.038104059,-0.027355533,-0.008701917,-37.288,-1.7428,-0.891,-405,0.7,-348,-17.4,-155,-122,-50,-161,-42.5,-0.2,3,-2511,-22067,-20957,11.7,35,85600,47500,-1.34133,-0.87,-0.04,-0.09,-0.03,0.02,-0.05,0.06,-0.01,-0.01,0.27,4.9392,-0.0252,0.0193,-2.2,-2.6,-2.4,0.48,0.852,0.043,-0.305,0.08,0.2,-3028.38,-9026.8,19.2548,24.388,0.291,-0.119
1.04.2009,63.619,58.0395,55.506,-5.646,-5.661,-5.9125,-4.8695,56.98007474,62.55716237,68.93159323,57.84,85.68849945,0.901333333,10616.3,94.711,1127427,96.2819,104.5851,93.5091,9,3338,4138,2634,627750,22677,38.9,39.4,478,112,1491.5992,1.86,0.01,0.2,1.1481,38.06,3.974632035,3.651753247,4.057380952,3.64,7.8,-0.041304057,-0.030090115,-0.00891434,-0.03469282,-0.036998578,-0.020062187,-0.03325655,-0.034407697,-0.016234022,22.667,-1.6528,0.0088,376,0.8,-333,-16.2,-137,-149,-29,-155,-46.2,0.1,-16,1144,-15215,-18437,32.7,-2.3,105900,157500,-3.00836,-1.22,-0.03,-0.05,-0.07,-0.09,0.11,-0.06,0.07,0.14,-0.08,1.065,0.0542,-0.0403,1.3,0.1,-6.4,-0.186,1.372,0.14,0.044,-0.01,-0.04,-2091.89,-7933.32,-7.7044,15.2973,0.042,-0.019
1.05.2009,53.36894737,48.92052632,43.85736842,-5.85684211,-5.66526316,-6.18105263,-6.31052632,36.55749783,48.12496083,55.6075011,44.36,89.68086243,0.587419355,10604.5,94.797,1127913,95.0356,103.9939,94.7033,9.4,3246,4458,3049,612000,22617,38.9,39.3,540,132,1469.4142,2.13,0,0.12,1.1076,31.98,7.193333333,6.745714286,6.143809524,7.12,3.6,-0.104350234,-0.073751677,-0.01925319,-0.027118846,-0.029042302,-0.015762536,-0.018927057,-0.02048444,-0.0106407,164.941,-2.2645,-1.2388,238,0.7,-239,-17.2,-54,-139,-29,-60,-24.7,0.1,6,1788,-10686,-15330,5.9,21.4,21900,53900,7.94357,3.77,0.03,0.02,-0.05,-0.05,0.36,-0.08,0.24,0.33,0.12,-2.2755,0.0706,-0.0714,0.6,1,7.2,-0.144,1.282,0.246,-0.145,0.02,0.08,-1501.1,-6210.47,29.213,52.7889,-0.16,0.101
1.06.2009,44.38954545,42.86818182,42.06136364,-5.16818181,-5.335,-6.07,-6.14636363,34.6290664,36.04606193,44.20912109,45.03,81.10958862,0.839,10521.4,94.823,1126129,94.6027,103.6686,95.2093,9.5,3114,4052,3488,598250,22576,39,39.6,585,124,1436.3041,2.71,-0.03,0.1,1.0809,29.14,10.685671,10.3338961,10.06562771,11.31,2.1,-0.066327967,-0.048721316,-0.014247461,-0.012518238,-0.014152975,-0.010606586,-0.008977924,-0.010452769,-0.005922418,-223.586,-0.6422,0.7152,-31,1.5,-233,-7.5,-90,-107,-29,-56,-24,0,24,-2222,-12983,-17881,41.3,-28,-91400,-6400,-14.92212,-12.47,0.03,0,0.01,0.01,0.43,-0.02,0.55,0.4,0.04,-0.03,0.0951,-0.0264,4.2,2.3,5.2,0.238,0.818,0.333,-0.058,0.02,0.02,-3420.95,-11621.05,49.1328,19.9299,-0.012,0.175
1.07.2009,48.17782609,47.3773913,46.47652174,-7.06608696,-7.29391305,-6.65869566,-6.06173914,40.20062058,37.67375948,37.29377749,46.24,83.43962097,0.332258065,10472,95.139,1142764,95.8736,102.9083,95.7332,9.5,3137,3505,2923,566500,22521,39.3,39.9,594,126,1395.4234,2.46,0.02,0.11,1.078,26.16,-3.520039526,-3.741225296,-3.569644269,-4.17,-4.8,-0.028938282,-0.022592376,-0.008146802,-0.013155871,-0.017162767,-0.010385728,0.01256731,0.003036282,-0.002139513,-47.616,0.9533,-1.0132,-214,1.2,-144,-7.4,-78,-36,-22,-102,-25.1,0.2,-19,6658,-9267,-15922,3.7,3.3,-10100,58600,2.30931,12.6,-0.05,0,-0.04,-0.03,-0.16,0.02,-0.2,-0.11,-0.15,-2.2475,0.0009,-0.0035,-2.6,-0.6,4.8,-0.292,0.824,-0.059,-0.525,0.08,0.04,-1471.49,-3802.01,16.6628,-39.4282,0.163,0.262
1.08.2009,46.089,46.5465,46.651,-5.7305,-5.923,-6.9115,-7.131,40.16775964,40.31624547,38.6197567,45.73,73.37187958,1.019677419,10447.3,95.995,1143418,96.7177,103.7454,96.9302,9.6,2940,3927,2791,559200,22537,39.4,40,586,127,1363.5333,2.57,0.01,0.1,1.0683,25.34,7.306273292,7.38494824,7.164016563,8.07,-0.3,-0.053968249,-0.039506321,-0.01159192,-0.042789883,-0.038976502,-0.017089341,-0.024821345,-0.01711971,-0.005592823,-22.578,0.8334,-0.5465,-195,0.2,-128,-9.7,-77,-33,-9,-36,-17.2,0,8,3798,-6856,-17006,-2.5,-13.2,37200,67700,-0.55665,-2.11,0,-0.01,-0.01,-0.02,0.03,-0.02,0.11,0.03,-0.15,0.5301,0.0154,-0.0357,3.3,2.7,15.8,0.252,1.09,-0.795,-0.419,-0.02,-0.05,-577.2,-3949.48,26.7637,-46.3779,0.599,0.338
1.09.2009,45.75409091,46.65181818,46.53818182,-4.95272727,-5.33181818,-5.64590909,-6.435,41.82520623,41.04526124,40.84140836,43.98,92.83998871,0.767333333,10440.8,95.109,1144772,97.5209,103.6374,97.177,9.8,2841,3775,2908,547500,22451,39.2,40.1,585,117,1337.6931,2.37,-0.03,0.06,1.0391,24.93,-4.910324675,-4.618722944,-4.675281385,-4.86,7.8,-0.02370282,-0.018768402,-0.006724226,-0.028104303,-0.028137821,-0.014651527,-0.016145239,-0.010917227,-0.004166926,32.769,0.5008,2.3092,-480,1.3,-107,-4.3,-68,-29,-6,-58,-16.8,0.1,-3,552,-11551,-6121,4.9,-7.9,90400,118500,-1.40985,-0.63,-0.01,-0.05,-0.05,-0.06,-0.19,-0.05,-0.19,-0.18,-0.12,-3.6223,-0.0209,-0.0056,-0.5,0.5,13.8,0.543,1.268,0.258,0.275,-0.01,-0.15,-2546.39,-8758.08,4.3057,-73.2319,0.776,0.317
1.01.2010,32.854375,34.163125,34.15375,-2.9,-3.39125,-4.260625,-4.316875,23.87354659,28.40016366,29.02117409,32.62,91.58102417,0.471935484,10490.7,95.471,1159614,97.6993,103.7189,99.4282,9.8,2921,3390,2574,479800,22491,40,40.9,614,126,1238.6689,2.48,-0.05,0.04,1.0345,20.64,8.866181818,8.622818182,8.571590909,8.52,0.9,-0.05460289,-0.041582164,-0.013737436,-0.045328214,-0.048516245,-0.026965094,-0.016806417,-0.016525252,-0.003702453,121.07,2.847,-6.9509,-343,3.7,-334,5.7,-207,-95,-36,-161,-64.2,0.5,3,22975,-32982,18508,9.8,-22.9,193800,354400,5.30574,-2.59,-0.04,-0.06,-0.06,-0.05,0.33,-0.01,0.15,0.37,0.17,-0.1737,-0.0165,-0.0378,7.5,6.5,15.2,-0.869,4.383,2.547,0.042,0.17,0.53,3443.7,-41440.96,31.6645,-56.2086,0.548,1.002
1.02.2010,33.356,33.092,33.186,-3.5955,-4.316,-4.887,-4.6725,32.5062245,29.22795323,30.3713244,35.49,80.72535706,0.095714286,10487,95.828,1167271,96.8898,103.0898,100.0818,9.8,2807,3390,2793,485750,22476,39.6,40.5,604,139,1223.5644,2.36,-0.02,0.05,1.0722,22.54,-2.223,-2.456,-2.7435,-2.42,-0.8,0.005283847,0.003394801,0.000590513,-0.008515363,-0.00512166,-0.001303872,-0.010489396,-0.005199626,-1.09E-05,5.434,-0.3937,2.0993,210,-0.5,-81,5.5,-80,-4,-3,-18,-10.7,-0.2,1,-566,4746,8797,25.1,26.4,120200,144100,-6.28282,-0.98,0.02,0.05,0.03,0,-0.04,-0.02,-0.14,-0.06,0.07,-0.9616,-0.054,0.0134,-1.6,-0.4,-17.1,0.274,1.566,-0.123,-0.367,0.03,0.05,-3897.21,-8876.16,3.5816,-44.8741,0.447,1.009
1.03.2010,30.00565217,30.62826087,30.93347826,-2.70869566,-3.24608695,-3.61217392,-4.26086957,29.21205889,30.98151923,29.18896161,31.95,74.11694336,0.32516129,10529.1,96.286,1182072,97.2329,103.175,100.4782,9.9,2769,3294,2542,470250,22518,40,41,636,133,1210.0529,2.43,-0.01,0.06,1.0666,17.77,5.141304348,4.933043478,4.428826087,5.08,0,0.017839305,0.012874007,0.003351095,-0.009019315,-0.011639499,-0.006313521,0.010528367,0.004983089,0.000398037,48.962,1.5757,2.6594,260,1.8,44,5.6,37,11,-11,46,-0.6,0.2,-5,1698,2453,5974,12.1,-2.6,-35600,-21500,10.9783,12.7,0.03,0.04,0.04,0.05,0.04,0.02,0.04,0.01,-0.11,0.5766,-0.056,-0.0343,1.6,0.9,12.3,0.041,1.404,-0.128,-0.148,0.02,0.03,40404.04,-9439.23,-10.185,-53.5312,0.509,0.337
1.04.2010,28.199,28.638,28.9165,-2.0315,-2.997,-3.129,-3.5985,27.53060402,28.08669044,29.95446424,28.38,88.76158142,0.242333333,10638.7,96.483,1192644,96.4264,102.0182,101.0276,9.9,2725,3086,2330,469000,22569,40.6,41.1,687,108,1207.483,2.58,-0.04,0.04,1.069,17.42,5.822505176,6.339337474,6.573126294,5.99,-1.4,0.018264315,0.0130875,0.003363121,-0.024727304,-0.024810637,-0.010212901,-0.010382243,-0.011115749,-0.006033193,105.735,1.0074,0.6654,668,1.7,57,4.8,16,30,6,4,0,0.1,17,800,694,5003,-12.9,13.2,-65200,-55600,-2.51047,-9.93,0.04,0.01,0.02,0.05,0.12,0.01,0.11,0.08,-0.02,2.7366,0.0274,-0.0177,-0.1,1.4,11,-0.579,0.877,-0.286,-0.395,0.03,-0.05,-1618.71,-5271.38,-2.5379,-7.0605,0.702,0.377
1.05.2010,37.94736842,36.30736842,34.96315789,-4.22052632,-4.63421052,-4.78157894,-4.84631578,37.4987935,32.91863523,31.72485635,40.4,88.95870972,0.215806452,10740.6,96.723,1188910,98.236,103.4199,101.4205,9.6,2773,3127,2260,459400,22996,40.5,41.4,583,113,1196.746,2.18,-0.04,0.02,1.1295,31.93,-8.756190476,-8.377619048,-7.784285714,-8.87,1.4,0.042753391,0.029961816,0.007586036,-0.008805147,-0.011993466,-0.005266034,0.004030382,-0.004034392,-0.004635542,102.561,1.5347,-0.3966,-531,0.7,12,8.7,-33,27,9,15,-3.7,0.3,-10,6984,5579,4205,11.1,27.2,-2100,-1500,2.93062,3.99,0,0,-0.02,-0.08,-0.43,-0.08,-0.4,-0.43,-0.33,-1.4797,-0.0663,0.0351,-0.1,0.7,-17.7,0.002,0.505,-0.191,-0.28,0.03,0.04,-2510.49,-5595.23,-11.8377,-4.4225,0.59,0.33
1.06.2010,36.02136364,35.62,35.69636364,-5.47454545,-6.11545454,-6.11318182,-5.92545454,36.81865347,37.64958727,34.57313853,39.63,96.4536972,0.271666667,10755.9,96.958,1200366,97.9887,103.3492,102.2181,9.4,2683,3159,2284,460500,22740,40.3,41,536,109,1190.1269,2,-0.06,0.01,1.1255,29.92,-1.338982684,-1.95021645,-2.20030303,-1.19,2.4,0.004573675,0.003386582,0.000963125,-0.035668323,-0.027386999,-0.010344493,-0.036300206,-0.022962007,-0.004548672,16.142,0.4975,-0.5454,-475,0.5,21,5.7,-4,19,1,21,4,-0.2,-10,-4265,531,9847,21.5,10.4,-9900,-6400,2.28079,-0.48,-0.02,-0.04,-0.03,-0.05,-0.22,-0.03,-0.16,-0.2,-0.06,-1.1671,0.0099,-0.0027,-0.9,-1.1,-11.4,-0.025,1.094,-0.217,-0.347,0.03,0.06,-2042.29,-3982.34,-8.8439,-31.1233,0.516,0.259
1.07.2010,33.04090909,33.84363636,34.2,-2.76954546,-3.32181818,-3.69090909,-3.355,29.53023796,33.20596617,35.12125556,34.5,79.38137817,0.284516129,10789.5,97.224,1210538,98.6369,103.0919,102.0167,9.4,2806,2972,2208,459200,22569,40.3,41.1,546,107,1188.9936,1.76,-0.02,0.02,1.053,25.57,-0.302272727,-0.644090909,-0.664090909,0.82,-8.2,-0.005468054,-0.003735954,-0.001045085,-0.018366081,-0.016516385,-0.009911673,-0.018308772,-0.013700025,-0.006093344,34.877,0.8019,1.6298,75,-0.6,15,6.4,-8,11,5,22,1.8,0,14,1839,-492,12191,-7.6,-2.8,-8100,-7400,6.50823,3.09,0,0.04,0.01,-0.03,-0.19,-0.03,-0.24,-0.19,-0.16,-3.3054,0.0536,0.0046,0.3,-0.4,-0.6,-0.301,-0.065,0.096,-0.451,0.05,0.04,-1444.82,-1925.8,57.7594,-38.5798,0.593,0.165
1.08.2010,31.97619048,32.79952381,33.38238095,-2.30142857,-3.0495238,-3.58666667,-3.47047619,33.15238723,31.45923673,33.22612912,33.18,80.99386597,0.199354839,10811.8,97.459,1211152,98.3884,103.619,102.7329,9.5,2671,3534,2162,475000,22420,40.5,41.2,599,136,1187.8452,1.47,-0.03,0,1.0388,24.75,1.758636364,1.952272727,1.983636364,1.46,1.1,-0.002123443,-0.002086026,-0.001427852,-0.016338257,-0.014945533,-0.008732943,-0.013842695,-0.009363675,-0.00330531,52.812,0.0527,-0.5281,395,-0.2,16,7.6,16,7,-15,11,1.8,0.1,-1,4239,4273,11832,24.7,17.3,-600,3100,5.75568,-0.57,0.01,0,-0.01,-0.03,-0.31,-0.04,-0.3,-0.32,-0.24,-2.1278,0.0357,-0.0018,1.3,0.9,15.5,-0.362,0.936,0.154,0.077,0.04,0.05,-2432.29,-2553.52,36.2244,-27.2089,0.534,0.189
1.09.2010,30.88272727,31.72772727,32.66727273,-1.7209091,-2.34636364,-2.84454546,-3.30136364,27.04369419,30.47100184,30.17045731,31.71,71.16854858,0.19,10824.2,97.551,1210964,98.0077,103.1123,102.8615,9.5,2819,3308,2291,453500,22247,40.6,41.4,594,133,1185.9472,1.41,-0.04,0,1.0002,22.52,1.302272727,0.984545455,0.814090909,0.8,-0.7,-0.020662297,-0.014855063,-0.004195399,-0.007033496,-0.007067833,-0.004258071,-0.005881083,-0.004394936,-0.001431532,9.468,0.3694,-0.2149,-111,-0.3,-6,8.2,-23,15,-5,26,6.2,0.1,-5,10187,12465,15232,17.5,7.7,-32500,-29700,6.36635,0.43,0,-0.01,0,0,-0.05,0,-0.06,-0.05,0.04,-1.0156,-0.007,-0.0074,0.8,0.7,6.3,0.25,2.229,0.044,-0.105,0.03,-0.02,-3444.23,-6701.83,25.7691,-19.8184,0.359,0.16
1.10.2010,31.56761905,31.70428571,31.83857143,-1.90714285,-2.35523809,-2.32380953,-3.05047619,22.00606507,24.6984582,27.94011313,32.38,65.99193573,0.359354839,10840.9,97.799,1217216,98.0026,102.9569,101.853,9.4,2655,3345,2387,446800,22297,40.6,41.2,543,101,1184.9227,1.18,-0.06,-0.01,0.9686,20.37,5.118917749,5.116536797,4.712380952,4.82,-0.5,-0.07769429,-0.056580779,-0.01559252,-0.002803102,-0.001993092,-0.000431941,-0.007762064,-0.003079628,0.000662626,8.758,0.285,-0.5848,-340,0.6,14,8.1,7,4,-5,62,7.5,0,13,-8866,3854,16487,14.2,8.7,500,-4200,14.72206,6.02,0,-0.02,-0.01,-0.03,-0.11,-0.03,-0.23,-0.11,0.15,-2.6286,0.0276,-0.0151,2.3,2.2,18.2,-0.293,0.638,-0.082,-0.156,0.07,0.16,-1698,-21793.46,24.9493,-28.9782,0.353,0.271
1.11.2010,30.11363636,30.77136364,30.87545455,-1.77363636,-2.235,-2.71181818,-3.46681818,18.81614063,20.48289314,22.9329778,31.25,94.70516968,0.362,10859.3,98.048,1220690,97.4611,102.6589,101.9123,9.8,2912,3321,2370,426250,22287,40.6,41.3,545,97,1187.122,1.35,-0.05,-0.01,0.9847,20.1,2.623354978,2.330735931,1.964891775,2.61,3.9,-0.045117045,-0.034204608,-0.010421362,-0.002149104,-0.003751673,-0.002370641,0.003866566,0.004289814,0.003218814,15.432,-0.031,0.2655,490,-0.1,27,7.2,-2,16,7,-2,5.4,0,-10,4136,7880,10993,48,-0.7,11400,800,5.48295,-6.71,0,0.01,0,0.02,0.22,0.02,0.17,0.22,0.19,0.7895,0.0094,-0.005,1.2,1.6,6,0.11,0.609,-0.196,-0.033,0.05,0.06,-1729.64,-2710.63,15.4252,-18.0531,0.526,0.345
1.12.2010,28.27761905,28.89285714,29.46904762,-1.30428571,-1.86904762,-2.26428572,-2.97857143,18.2278627,18.58836344,19.75070397,28.9,97.20389557,0.121935484,10936.6,98.178,1222861,98.556,104.1999,102.9518,9.3,2693,3169,2120,420250,22266,40.6,41.3,539,140,1192.4346,1.93,-0.04,0.01,0.9689,17.57,6.095237154,5.778932806,5.349249012,6.18,2.9,-0.01937125,-0.015558003,-0.005485338,0.021391678,0.010741552,0.001481371,0.023861531,0.015551595,0.003822668,79.691,0.7153,1.4305,-475,0.8,-32,-1.9,-39,12,-2,31,6.8,0,-15,-3750,1182,16069,8.3,-1.5,43900,40600,127.50003,-3.57,-0.01,0,0.01,0.04,0.53,0.05,0.59,0.54,0.16,0.8196,-0.0366,-0.0048,2.2,2,2.8,0.196,0.979,0.029,-0.287,0.01,-0.01,35402.78,185549.75,-27.7219,-13.3019,0.658,0.2
1.01.2011,27.1395,27.715,28.1905,-1.132,-1.5945,-1.9215,-2.6975,18.4001121,18.45189881,18.57193386,28.88,79.4216156,0.52,11109,98.287,1237849,98.5941,103.9858,102.2191,9.1,2686,3033,2218,426800,22258,40.1,41,630,119,1196.022,1.99,-0.02,0.01,0.9565,17.32,4.652360248,4.581283644,4.659668737,5.07,-0.3,-0.043648397,-0.033235698,-0.009970977,-0.00267942,-0.001138165,-0.001880297,0.007295947,0.004682178,0.000511641,172.433,0.691,-0.141,-387,2.5,-11,1.2,-40,31,-5,23,6.2,0,35,10184,8300,11905,9.6,-3.3,30900,45600,14.23324,9.09,-0.01,0.01,-0.01,-0.02,0.1,-0.01,0.07,0.11,0.03,-0.7126,0.0187,-0.0142,1.7,2.7,10.1,0.597,0.558,0.072,0.197,0.08,0.07,-1297.66,-4724.57,-2.2171,-20.3205,0.749,0.262
1.02.2011,30.192,29.4555,29.2395,0.401,0.7865,0.519,-2.5025,20.30147722,19.27753483,19.1991735,33.71,90.01448822,0.155,11157.7,98.26,1220120,98.4086,103.0916,101.3199,9,2469,3118,2284,401500,22215,40.9,41.4,517,90,1199.7457,2.26,-0.03,0.01,0.95,17.43,7.124857143,7.512738095,7.368309524,7.2,3.3,-0.02034597,-0.015899199,-0.005104064,0.00615482,0.005894212,0.001913132,0.001986739,0.002103997,0.001030423,37.757,0.1633,-0.3417,-49,0.2,59,2.1,24,27,6,67,12.9,0.2,-41,-7243,1935,9797,23.8,15.9,163700,163700,8.0931,-4.12,-0.01,-0.02,-0.01,0.02,0.19,0.03,0.28,0.2,0.19,-0.0882,0.0342,-0.0063,2.7,2.8,6.3,0.084,1.446,0.295,0.126,0.02,-0.02,-877.29,-6566.63,-6.8543,-43.2344,0.968,0.376
1.03.2011,37.07565217,37.44434783,36.52086957,5.17565217,3.89652174,2.88608695,1.1647826,30.86346153,26.78293197,24.20137776,39.85,136.8883057,0.206451613,11129.7,98.6,1234097,98.6683,102.9569,102.5366,9,2535,2980,2061,406000,22192,40.7,41.4,600,116,1206.8593,2.11,-0.04,0.02,0.9185,20.72,10.63973913,10.02423913,9.096804348,10.92,-10,-0.016414003,-0.01272395,-0.00397909,-0.000893071,0.000484958,0.001213106,0.005271195,0.004347942,0.000491072,-32.903,-0.279,2.2532,162,1.7,62,13.8,26,19,2,47,16.2,0,10,16355,10512,16801,26.4,4.8,183700,173200,6.32849,-1.18,-0.02,-0.03,-0.01,-0.03,-0.17,-0.01,-0.13,-0.15,-0.07,-0.8898,0.0035,-0.011,1.9,2.8,-2.8,-0.165,0.772,0.352,-0.198,-0.02,-0.03,705.01,-1436.23,12.7129,-63.2007,0.955,0.407
1.04.2011,28.57555556,29.55333333,30.16555556,1.10444444,1.25388889,1.05833333,-0.04722222,22.57929447,27.83756218,25.5570293,31.96,91.01776886,0.262333333,11114.2,98.484,1229594,98.4865,103.7642,101.3523,9.1,2787,2987,2090,420600,22184,40.9,41.4,554,123,1214.8236,2.17,-0.04,0.02,0.8972,16.24,8.41876087,7.91976087,7.458195652,8.62,2.3,0.003587568,0.002543265,0.000408312,-0.005992478,-0.003668881,-0.000165452,-0.010155384,-0.007741499,-0.002849054,-23.282,-0.5917,-2.143,167,-0.4,51,15.9,8,26,3,101,13.1,-0.1,-5,-12015,3173,13598,0.5,8.7,101300,95100,9.38436,1.98,-0.04,-0.04,-0.04,-0.01,0.05,0.03,0.1,0.09,0.07,1.5301,0.022,-0.0186,2.2,2.6,4.7,0.298,1.411,0.369,0.239,0.04,0.11,-5729.96,-7337.5,13.1528,-48.8057,0.764,0.442
1.05.2011,32.5095,32.339,32.277,-1.301,-1.271,-1.4275,-2.122,38.44079616,31.71107005,31.78678768,37.66,105.3449173,0.113548387,11107.8,98.37,1219944,98.6791,103.7225,100.251,9,2668,2903,2052,422500,22129,41,41.5,561,133,1228.923,1.84,-0.05,0,0.874,16.91,-8.568681818,-8.688318182,-8.619045455,-8.27,4.5,0.022486081,0.016673154,0.004228603,-0.002548663,-0.00105679,0.001010086,-0.015121116,-0.0123169,-0.004286121,-17.105,0.7284,0.0151,-64,0.9,50,10.4,31,17,-8,13,5.7,0.1,1,6437,8741,18138,44.6,18.6,70600,64600,5.7125,-2.42,-0.01,-0.02,-0.03,-0.06,-0.29,-0.05,-0.32,-0.28,-0.19,-2.0514,-0.0047,0.01,1.4,1.8,-7,1.109,1.02,0.43,0.098,0.02,-0.02,151.01,-513.23,-5.9624,-31.4917,0.746,0.47
1.06.2011,30.20136364,31.04363636,31.22954545,-3.15227273,-3.28045455,-3.47454545,-4.43590909,30.16851154,34.99360065,31.49504606,34,84.3918457,0.272666667,11169.8,98.598,1232271,98.5935,103.7259,100.1805,9.1,2933,2987,1871,418250,22164,40.9,41.4,608,130,1233.636,1.58,-0.05,0.01,0.8401,19.15,-0.62,-0.521818182,0.106818182,-1.16,-2.8,0.035541156,0.02695894,0.007556234,-0.000659723,6.61E-05,-0.000494452,-0.014672066,-0.011689086,-0.003941097,56.323,0.0511,1.226,-133,0.3,37,11.7,12,18,-4,57,8,-0.2,11,-5591,1952,6371,21.8,33.6,81300,77900,5.37959,-0.22,0,0,0.01,-0.01,-0.17,-0.01,-0.26,-0.17,0.03,-0.6998,-0.0113,0.0086,-1.2,0.2,-1.9,0.564,0.695,0.37,0.122,0.01,0.03,-422.86,486.43,-6.5441,-19.4193,0.819,0.332
1.07.2011,30.30285714,30.79714286,31.24095238,-3.44333333,-3.69809524,-4.44380952,-5.52761904,31.460461,30.69882034,33.90729347,31.96,78.92475891,0.131935484,11231.3,98.77,1237862,99.2842,104.2366,100.4578,9,2632,2931,1982,412600,22049,40.9,41.5,623,136,1244.2827,1.54,-0.03,0.01,0.8214,19.23,2.852943723,3.260541126,3.809393939,3.14,-7.8,0.059440582,0.043974816,0.012141595,0.0089237,0.007099005,0.001465512,-0.000972987,-0.000854558,-0.000780234,53.112,1.2452,0.7227,-58,0.8,50,10.5,19,14,5,47,8.2,0.1,19,4879,3531,7322,32.6,62.9,36300,31600,24.19563,12.15,-0.02,0,-0.02,0.01,0,0.03,-0.02,0.02,-0.04,-1.1834,-0.0061,-0.0213,0.9,0.9,6,0.837,1.123,0.282,-0.048,0.04,0.04,1223.4,-38.33,2.3433,-11.5986,1.102,0.263
