date,AvgSKEW,RP30,RP60,RP90,ATM30,ATM60,ATM90,ATM180,ATM270,ATM360,brent,CO1,CO3,CO6,RR_30,RR_60,RR_90,RR_180,CO31,CO63,CO61,RV30,RV60,RV90,FinancialUncertaintyH1,MacroUncertaintyH1,MacroUncertaintyH3,RealUncertaintyH1,RealUncertaintyH3,GPR,InfectEMVIndex,IPCONGD,IPNMAT,UNRATE,UEMPLT5,UEMP5TO14,UEMP15T26,ICSA,AWHMAN,NONREVSLAR,GS10,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,VIXCLS,MichiganConsumer,FinancialUncertaintyH3,FinancialUncertaintyH12,MacroUncertaintyH12,RealUncertaintyH12,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPL,IPNCONGD,IPBUSEQ,IPFUELS,CLF16OV,UEMPMEAN,USGOOD,CES1021000001,USCONS,DMANEMP,NDMANEMP,USTPU,USWTRADE,USGOVT,CES0600000007,AWOTMAN,HOUST,HOUSTNE,HOUSTW,DGORDER,AMDMUO,BUSINV,M1SL,M2REAL,BOGMBASE,NONBORRES,BUSLOANS,REALLN,NONREVSL,FEDFUNDS,TB3MS,TB6MS,GS1,GS5,EXSZUS,EXJPUS,EXUSUK,EXCAUS,WPSFD49502,WPSID61,PPICMM,CPIAPPSL,CPIMEDSL,CUSR0000SAD,DDURRG3M086SBEA,DTCOLNVHFNM,DTCTHFNM,INVEST,CUSR0000SAS,DSERRG3M086SBEA,CES0600000008,CES2000000008
1.02.2013,125.0857895,-7.69720152,-6.62202902,-4.73298987,19.361,20.331,20.759,21.4295,21.4815,21.1975,114.4215,116.281,114.543,112.344,-2.7035,-2.7735,-2.871,-4.561,-1.738,-2.199,-3.937,11.66379848,13.70897098,16.02601013,0.740647126,0.586351518,0.71383037,0.577296581,0.685715454,81.59033203,0.366071429,97.8819,101.6704,7.7,2713,2799,1766,353000,41.9,9.38,1.98,-0.05,-0.03,0.01,0.7,1.83,3.75,14.07,3.8,-0.009428266,-0.003002918,0.002734364,0.002105207,-32.151,-27.4,-0.042,4829.0,0.0252,0.8981,0.1044,-451,0.8,58,6.3,38,8,5,17,3.1,12,0.2,0.2,74,20,-1,13155,15509,2119,-4.9,-23.4,103600,96500,6.4596,-6.3119,16.30962,0.01,0.03,0.01,0.01,0.04,-0.0022,3.9435,-0.0491,0.0177,1.7,2.0,1.3,0.058,0.487,-0.118,-0.098,275.63,-3175.02,-4.4169,1.319,0.463,0.09,0.06
1.03.2013,125.364,-3.44486887,-5.25836732,-4.92850652,17.4995,18.295,18.875,19.8925,19.891,19.649,108.275,109.61,108.4015,106.533,-1.6355,-1.961,-2.08,-4.2955,-1.2085,-1.8685,-3.077,14.05463113,13.03663268,13.94649348,0.746197447,0.574818383,0.708803064,0.564555124,0.679848764,75.89672089,0.54483871,98.4564,101.4226,7.5,2462,2826,1830,351800,41.9,6.33,1.96,-0.05,-0.03,0.01,0.68,1.82,3.79,13.03,1.0,0.003796417,0.00068877,0.00070166,0.001088118,48.874,36.5,0.014,-7066.0,0.4557,0.415,-0.7006,-307,0.6,22,1.3,18,8,-5,-8,2.2,-11,0.1,-0.1,48,-10,-4,-20764,-4011,-21,6.9,42.0,89700,78000,8.2911,-4.928,11.08846,-0.01,-0.01,-0.01,-0.01,-0.03,0.0254,1.7684,-0.0394,0.0146,-1.6,-2.0,-7.7,-1.164,1.488,-0.17,-0.386,1346.43,1849.03,-1.7073,1.086,0.398,0.04,-0.01
1.04.2013,120.1127273,-2.13601324,-4.002712431,-5.176946804,20.9,20.56590909,20.40363636,20.07090909,19.71863636,19.41772727,102.9554545,103.7727273,103.4690909,102.4177273,-2.348181818,-2.265,-2.470454545,-3.517727273,-0.303636364,-1.051363636,-1.355,18.76398676,16.56319666,15.22668956,0.743665852,0.553440977,0.6889747,0.553918424,0.672521214,95.10787201,0.315,98.1548,101.2335,7.6,2487,2908,1953,347250,41.8,6.27,1.76,-0.09,-0.06,-0.03,0.56,1.61,3.58,13.97,-2.2,-0.001438907,-0.000575676,-0.006766203,-0.00218361,53.725,62.3,-0.007,-1298.0,-0.2615,-0.6677,0.7491,389,-0.5,-7,-2.6,-6,3,-2,35,-0.2,-1,-0.1,0.0,-175,-17,-18,11353,6824,3969,29.6,25.0,76700,73400,7.4626,3.9298,11.05136,0.01,-0.03,-0.02,-0.03,-0.11,-0.01,2.9882,0.0231,-0.0057,-1.9,-1.1,-13.1,-0.065,-0.064,-0.195,-0.335,1012.78,1250.64,31.9443,0.717,0.358,0.05,0.04
1.05.2013,118.2727273,4.512822577,1.324977913,-0.94769824,21.35391304,21.47608696,21.25826087,20.52521739,19.93347826,19.28217391,102.4456522,103.3626087,102.8286957,101.883913,-2.555652174,-2.586956522,-2.91,-3.347391304,-0.533913043,-0.944782609,-1.478695652,25.86673562,22.80106487,20.31056263,0.756735557,0.542903085,0.679388449,0.550963435,0.671116865,83.71731567,0.266774194,98.0547,102.2628,7.5,2674,2631,1986,347750,41.7,6.87,1.93,-0.07,-0.03,0.01,0.73,1.82,3.78,13.49,8.1,0.009965397,0.002699033,-0.003577192,-4.49656e-06,68.894,51.6,0.254,14024.0,-0.2715,-0.5218,1.7428,142,0.3,38,4.6,33,-1,1,36,4.7,-5,0.0,0.0,95,24,6,8717,13375,-3922,20.8,16.3,105200,97300,3.0113,-7.2066,12.16598,-0.04,-0.02,-0.01,0.0,0.13,0.0191,3.1604,-0.0014,0.0009,1.1,-0.3,-5.7,0.011,-0.709,-0.135,-0.122,2165.29,5498.78,-9.7356,0.748,0.386,0.07,0.01
1.06.2013,116.8285,1.22024512,3.35667164,1.5944829,20.0415,20.408,20.7895,20.9335,20.451,20.0455,102.79,103.2525,102.66,101.612,-1.928,-2.33,-3.6135,-4.113,-0.5925,-1.048,-1.6405,21.26174512,23.76467164,22.3839829,0.766322068,0.538405481,0.674118294,0.55660334,0.674766582,82.9730072,0.210666667,98.3627,102.2582,7.5,2680,2851,1876,344600,41.8,7.32,2.3,-0.04,0.0,0.05,1.11,2.21,4.18,17.27,-0.4,0.007873595,0.002555599,-0.002502455,0.000810824,1.792,-1.9,-0.007,-3662.0,0.0457,-0.1089,0.5015,213,-0.4,33,2.5,26,6,-2,58,5.7,-24,-0.1,0.0,-91,-17,-1,12752,26561,3270,0.4,13.5,84600,81000,11.452,-0.0413,13.04461,-0.02,0.01,0.01,0.02,0.36,-0.0226,-3.6836,0.0196,0.0118,0.1,-0.1,-0.8,0.079,1.97,-0.097,-0.037,1294.26,3916.75,-12.4842,0.968,0.423,0.03,-0.07
1.07.2013,115.8695455,-2.820049082,-0.965008268,1.216444786,20.59695652,20.80130435,20.85565217,20.47434783,19.91043478,19.61521739,106.0269565,107.186087,105.7647826,104.1308696,-1.164347826,-2.099565217,-2.519130435,-3.728695652,-1.421304348,-1.633913043,-3.055217391,17.77690744,19.83629608,22.07209696,0.790711309,0.540628473,0.674706573,0.571714048,0.686435381,73.97581482,0.145483871,97.3884,102.1684,7.3,2493,2768,1791,346000,41.7,8.01,2.58,-0.05,-0.02,0.03,1.31,2.49,4.25,13.97,1.0,0.018583702,0.005149177,-0.001151888,0.003573724,-27.058,-24.1,0.126,243.0,-0.5873,-1.7713,0.0309,-150,0.9,-19,-0.9,4,-22,2,37,7.1,-25,0.0,0.0,41,24,10,-24230,6366,4432,16.2,10.8,89400,84700,10.0034,-8.7997,14.35163,0.0,-0.01,-0.02,-0.02,0.2,0.0118,2.4377,-0.0314,0.0088,-0.2,0.1,-4.4,0.65,0.722,-0.094,-0.23,2145.9,3527.38,-21.7334,1.187,0.381,0.01,0.04
1.08.2013,117.8159091,-7.735070143,-5.19321585,-2.967209264,20.05272727,20.5,20.50863636,20.18363636,19.40590909,19.28818182,108.3763636,110.1622727,108.1427273,106.1272727,-0.793181818,-1.200909091,-1.496818182,-3.612272727,-2.019545455,-2.015454545,-4.035,12.31765713,15.30678415,17.5414271,0.789683779,0.537196758,0.671549078,0.576668615,0.691093759,90.95674896,0.315483871,97.8859,102.4515,7.2,2475,2688,1677,333400,41.9,7.99,2.74,-0.04,-0.01,0.05,1.44,2.66,4.46,14.21,-3.0,-0.000225999,0.000230433,-0.001605692,0.002773465,26.766,23.3,0.113,5352.0,-0.1197,1.4942,-0.3632,6,0.3,51,0.9,19,30,0,61,6.1,16,0.1,0.1,37,-12,-8,1230,3712,8644,11.4,14.4,108000,105000,1.5485,-9.722,14.42204,-0.01,0.0,0.0,0.01,0.12,-0.0188,-1.8604,0.0326,0.0005,1.2,0.3,5.8,-0.233,2.16,-0.067,-0.316,2039.11,3280.58,-10.6383,1.302,0.341,0.01,0.0
1.09.2013,119.058,-3.590154842,-6.419000332,-5.252321961,21.63238095,21.83238095,21.59142857,20.92904762,20.19761905,20.07619048,109.1195238,111.5233333,109.1957143,106.6038095,0.198571429,-0.347142857,-2.066666667,-3.719047619,-2.327619048,-2.591904762,-4.91952381,18.04222611,15.41338062,16.33910661,0.78380383,0.526090399,0.661520402,0.569729463,0.686696662,100.4593277,0.231666667,98.1801,101.367,7.2,2604,2691,1797,314000,41.8,8.12,2.81,-0.06,-0.04,0.04,1.52,2.73,4.56,14.69,-4.6,-0.00420722,-0.001062449,-0.005401213,-6.81344e-05,54.652,52.4,0.29,4073.0,0.2529,0.8067,0.9556,82,-0.2,54,3.5,32,17,1,73,12.8,4,0.0,-0.1,-67,-5,-25,13622,16897,9499,28.9,20.2,88000,81300,6.6739,-0.518,14.75151,0.0,-0.02,-0.03,-0.01,0.08,-0.003,1.3977,0.038,-0.0065,-0.8,-0.1,-1.2,-0.131,1.122,0.091,-0.098,1988.4,3889.46,-9.3624,1.254,0.355,0.03,-0.11
1.10.2013,127.8556522,-0.518371521,-0.636983737,-2.428866395,18.25347826,18.60608696,18.78913043,18.90521739,18.67434783,18.61652174,108.0543478,109.42,108.07,106.2952174,-1.739565217,-2.650869565,-3.137391304,-3.625652174,-1.35,-1.774782609,-3.124782609,17.73510674,17.96910322,16.36026404,0.764916022,0.529799013,0.66251072,0.580118685,0.694121827,72.95311737,0.497096774,98.5327,101.4845,7.2,2823,2639,1737,358500,41.9,7.55,2.62,-0.04,-0.01,0.03,1.28,2.53,4.44,15.41,-4.3,-0.014568308,-0.003872948,-0.001061181,0.003150793,-34.107,-29.6,0.285,7721.0,0.4052,-0.4004,0.9479,-1014,-2.3,47,1.4,21,12,12,28,-11.9,-5,-0.1,0.0,75,32,37,-6670,9044,9975,38.8,46.9,102600,94000,9.4006,-2.8188,13.80291,0.01,0.03,0.04,0.0,-0.23,-0.0206,-1.44,0.0213,0.0021,0.6,-0.2,1.1,-0.293,0.296,0.01,-0.177,2463.85,2720.46,4.9855,1.013,0.49,0.05,0.05
1.11.2013,129.741,-0.657868224,-0.678657537,-0.79275663,18.03380952,18.19666667,18.60047619,18.88857143,18.83714286,18.76,107.3357143,107.8633333,107.2171429,106.2680952,-2.174761905,-2.586666667,-2.881428571,-2.109047619,-0.646190476,-0.949047619,-1.595238095,17.3759413,17.51800913,17.80771956,0.759591033,0.53241519,0.665672806,0.585606989,0.700423127,77.77902222,0.232,98.5097,100.969,6.9,2409,2586,1695,328200,42.0,8.73,2.72,-0.01,0.02,0.04,1.29,2.64,4.55,12.92,1.9,-0.005651387,-0.002021711,0.000936732,0.003367083,43.782,45.3,0.428,16240.0,-0.3453,-0.2739,-0.921,592,1.5,54,-2.1,32,13,10,46,11.4,13,0.2,0.1,175,-34,4,9427,12345,10153,11.0,-3.4,95100,89300,9.2332,5.834,16.06973,-0.01,0.02,0.02,0.0,0.0,0.0104,2.3037,0.0002,0.0123,0.7,-0.1,-4.0,0.345,-0.101,-0.045,-0.173,-1666.81,-2602.42,13.5602,0.936,0.551,0.09,0.16
1.12.2013,132.2738095,-0.729075296,-0.34046443,-0.394074058,15.69571429,16.53952381,17.13761905,17.5347619,17.50285714,17.45714286,110.1585714,110.6490476,109.9780952,109.0104762,-2.041904762,-2.515238095,-3.19952381,-1.971428571,-0.670952381,-0.967619048,-1.638571429,14.96663899,16.19905938,16.74354499,0.760965059,0.539675305,0.671151086,0.601163034,0.712661258,70.37248993,0.489032258,99.2437,101.7195,6.7,2328,2545,1676,346000,41.9,6.63,2.9,-0.02,0.01,0.04,1.49,2.81,4.53,14.19,7.4,2.01714e-05,-5.80755e-05,0.00101221,0.003682765,38.602,34.6,0.038,-5323.0,0.9675,-0.8061,-1.3517,-83,-0.1,-30,-2.0,-31,2,2,91,5.8,-23,-0.3,0.1,-98,-9,51,-3012,16838,8806,29.7,13.1,32900,23900,15.7182,1.9769,12.2953,0.01,0.0,0.0,0.01,0.21,-0.0196,3.3863,0.0283,0.0153,1.0,0.9,0.7,1.244,0.137,-0.052,-0.383,1026.1,4056.4,12.9573,1.135,0.499,0.1,0.15
1.01.2014,132.07,-1.98527447,-2.366548383,-1.811870028,16.54,17.18772727,17.49318182,17.43727273,17.39409091,17.33636364,106.3768182,107.3131818,106.3445455,105.2677273,-2.071818182,-2.680454545,-2.737727273,-2.019090909,-0.968636364,-1.076818182,-2.045454545,14.55472553,14.82117889,15.68131179,0.770393514,0.550384331,0.678392964,0.625261777,0.72997991,77.91596985,0.429354839,97.6412,100.6953,6.6,2473,2431,1696,326750,41.6,8.47,2.86,-0.03,0.0,0.05,1.58,2.79,4.42,14.24,-1.3,0.008497899,0.002791997,0.000850202,0.005420592,75.133,68.9,-0.325,-13925.0,-1.2449,0.1523,-0.756,170,-1.4,56,4.4,53,-8,6,9,15.4,-6,-0.1,-0.1,-114,34,-39,-15233,2614,6280,34.6,10.0,11000,15500,12.3928,3.7039,15.78817,-0.02,-0.03,-0.03,-0.01,0.07,0.0105,0.3014,0.0087,0.0301,1.9,1.5,-3.0,-0.695,1.367,-0.324,-0.252,348.13,-2056.95,8.4969,1.397,0.447,0.08,0.14
1.02.2014,129.6357895,-2.50394364,-2.21798863,-1.93204123,15.359,16.0485,16.144,16.1505,16.1235,16.082,107.897,108.7015,107.844,106.487,-1.463,-1.128,-1.25,-1.6715,-0.8575,-1.357,-2.2145,12.85505636,13.83051137,14.21195877,0.769473125,0.550584976,0.678076898,0.625276901,0.730877219,69.00352478,0.409285714,98.7694,100.3072,6.7,2376,2590,1621,335250,41.6,7.74,2.71,-0.02,0.01,0.05,1.45,2.64,4.38,15.47,0.4,-0.001084733,-0.000719261,-0.00167314,0.000187024,79.834,70.4,0.573,11565.0,0.5422,1.4256,-0.1013,131,1.4,51,5.3,22,22,3,-18,6.2,11,-0.2,-0.1,56,-26,-16,9567,6839,9452,25.8,29.6,104900,93700,33.1773,10.535,14.51867,0.0,0.01,0.01,0.0,-0.13,-0.0101,-1.6361,0.0088,0.0114,0.5,0.7,0.4,-0.603,1.148,-0.248,-0.261,-521.08,-4430.09,19.2158,1.437,0.333,0.13,0.36
1.03.2014,128.6885714,-2.305333939,-2.906264994,-2.487291964,16.71904762,16.54380952,16.53428571,16.53952381,16.55190476,16.56904762,107.067619,107.8104762,107.14,105.6780952,0.079047619,0.025238095,0.074761905,0.517142857,-0.67047619,-1.461904762,-2.132380952,14.41371368,13.63754453,14.04699375,0.755833864,0.540619397,0.669107751,0.609841412,0.718645964,119.8385544,0.505806452,99.4232,100.4731,6.7,2433,2561,1711,321000,42.0,8.26,2.72,-0.03,0.0,0.05,1.56,2.64,4.3,14.84,-1.6,-0.009927135,-0.002900088,-0.004003459,-0.003692605,73.919,62.1,0.501,10673.0,0.5631,1.1065,1.2608,545,-1.2,49,3.9,31,16,-2,28,5.1,8,0.7,0.2,26,39,-11,442,5977,7913,26.7,7.0,52500,26600,14.3484,15.2053,15.60001,0.01,0.0,0.0,0.01,0.12,-0.0132,0.2142,0.0066,0.0053,0.9,0.3,0.8,0.16,1.074,-0.278,-0.189,1288.93,2082.87,24.4332,1.814,0.508,0.07,0.09
1.04.2014,125.3980952,-0.636419901,-0.993308932,-1.635675848,15.85142857,15.83238095,15.82761905,15.82619048,15.8147619,15.83190476,107.4995238,108.0752381,107.5985714,106.02,-0.381428571,-0.194761905,0.303809524,15.77095238,-0.476666667,-1.578571429,-2.055238095,15.21500867,14.83907202,14.1919432,0.753169107,0.531542775,0.661708123,0.594761637,0.706677804,93.22154236,0.254666667,99.0109,101.0714,6.2,2424,2377,1502,322750,41.9,8.75,2.71,-0.06,-0.04,0.02,1.61,2.62,4.15,14.2,4.1,-0.00146653,-0.000923849,-0.002200224,-0.003644726,45.155,32.2,0.171,1957.0,-0.2851,-0.1668,1.0834,-659,-0.4,67,7.7,46,11,3,82,14.6,20,-0.2,-0.1,73,-6,37,4219,11269,7211,21.8,15.1,44800,38200,16.6886,12.9461,16.6428,0.01,-0.02,-0.03,-0.02,0.06,0.0023,0.1187,0.0124,-0.0115,1.2,0.4,0.1,0.036,1.049,-0.168,-0.073,1678.9,2417.22,8.0333,1.45,0.549,-0.02,-0.11
1.05.2014,124.5685714,-3.079197225,-0.834575405,-0.62187669,13.86954545,14.10954545,14.26,14.55045455,14.53045455,14.50090909,108.0781818,109.1781818,107.7940909,106.1009091,0.136818182,2.987727273,7.185,25.89272727,-1.384090909,-1.693181818,-3.077272727,10.79034823,13.27497005,13.63812331,0.754570164,0.52809828,0.659446506,0.582168965,0.696429976,83.4288559,0.340967742,98.8755,100.1471,6.3,2586,2357,1425,313800,42.1,8.46,2.56,-0.06,-0.04,0.01,1.5,2.47,4.07,12.48,-2.2,0.001301843,0.000140327,0.000415598,-0.002825064,45.403,27.9,0.184,3734.0,-0.7104,0.598,-1.4787,315,-0.5,38,1.3,25,15,-3,55,6.8,-21,0.1,0.3,-36,-33,-52,-4413,4661,7917,18.1,20.3,-19200,-26600,12.5989,8.0173,16.20885,0.0,0.0,0.0,-0.01,-0.11,0.0055,-0.6844,0.0094,-0.0098,-1.0,-0.8,0.2,0.298,1.002,-0.209,-0.353,376.18,2504.65,18.3542,1.135,0.461,0.04,0.13
1.06.2014,129.8428571,-3.352960327,-3.667233562,-2.045958992,14.76714286,14.75190476,14.73190476,14.57238095,14.3747619,14.25952381,110.8952381,111.8266667,110.5471429,109.0042857,1.346190476,0.84047619,0.31952381,-0.841904762,-1.27952381,-1.542857143,-2.822380952,11.41418253,11.0846712,12.68594577,0.774718956,0.530265437,0.663085491,0.581954858,0.696889564,98.7671051,0.094666667,98.9038,100.4321,6.1,2417,2427,1503,313500,42.1,8.44,2.6,-0.06,-0.04,0.0,1.58,2.5,4.15,11.54,0.6,0.015314505,0.003992582,0.003552086,0.000917688,60.247,49.6,0.406,-528.0,-0.0986,-0.4397,-2.1862,23,-0.5,53,4.1,24,22,2,60,11.2,63,0.1,-0.2,-96,6,36,7222,11161,4057,35.8,16.6,37200,33900,13.2298,17.2684,16.27697,0.01,0.01,0.01,0.0,0.09,0.0075,0.2891,0.0066,-0.0064,0.6,-0.3,2.0,0.209,0.925,-0.199,-0.136,1534.63,2412.76,18.5727,1.331,0.419,0.05,-0.01
1.07.2014,135.9477273,-2.400976492,-2.358611757,-2.708213084,14.13869565,14.06956522,14.04565217,14.00217391,13.98608696,13.95,108.5278261,108.4608696,108.7634783,108.17,0.199565217,0.057391304,-0.168695652,-0.893478261,0.302608696,-0.593478261,-0.290869565,11.73771916,11.71095346,11.33743909,0.804702669,0.54341639,0.675898066,0.593904278,0.705846862,138.753952,0.433870968,99.0255,100.363,6.2,2601,2412,1477,301750,42.0,8.55,2.54,-0.06,-0.03,0.02,1.61,2.45,4.07,12.3,-0.7,0.022210793,0.005870502,0.007413611,0.003273522,51.542,42.6,0.205,8629.0,-0.5732,1.3201,0.8848,300,-1.2,69,5.7,45,17,2,54,2.9,6,0.0,-0.1,174,38,35,62981,68265,5099,15.9,19.5,40400,36700,17.9939,5.3394,16.6144,-0.01,-0.01,0.0,0.01,0.02,0.002,-0.3229,0.0158,-0.0091,-0.1,0.2,3.4,-0.04,0.677,0.019,-0.073,2290.39,4085.45,28.7925,1.055,0.392,0.08,0.0
1.08.2014,130.7333333,-2.144853692,-2.756860807,-3.045297095,15.26190476,15.21714286,15.2647619,15.18809524,15.11428571,15.0252381,104.1685714,103.5304762,104.6747619,105.242381,-0.913809524,-0.964761905,-1.083333333,-1.381428571,1.144285714,0.567619048,1.711904762,13.11705107,12.46028205,12.21946481,0.80871089,0.55798464,0.69155128,0.596699143,0.709194743,136.4455872,0.400645161,98.4668,100.6445,6.1,2620,2389,1506,302000,42.0,7.62,2.42,-0.06,-0.04,0.02,1.54,2.33,3.99,13.49,0.7,0.003877499,0.002116493,0.009470708,0.001357819,77.986,65.4,0.711,2554.0,0.1154,-0.9063,-1.5261,123,-0.7,52,0.3,32,13,6,26,-1.9,-46,0.0,0.0,-101,-23,-57,-66496,3697,6208,-38.8,13.2,85900,83000,17.1505,10.9253,14.91022,0.0,0.0,-0.01,0.0,-0.07,0.012,1.2038,-0.0366,0.0187,-0.2,0.1,2.2,-0.585,0.177,-0.016,-0.172,2365.51,4414.97,2.2757,0.875,0.366,0.1,0.08
1.09.2014,132.9938095,-3.481998523,-3.1658355,-3.480412815,16.49272727,16.245,16.13545455,15.82409091,15.59545455,15.35181818,99.62227273,98.95727273,100.2254545,101.3013636,-1.079545455,-1.195909091,-1.286363636,-1.608181818,1.268181818,1.075909091,2.344090909,13.01072875,13.0791645,12.65504173,0.81705564,0.56678656,0.701788525,0.587110632,0.702419359,131.5566559,0.490333333,98.8826,100.5523,5.9,2365,2560,1438,295000,42.2,7.58,2.53,-0.07,-0.05,0.02,1.68,2.44,4.02,13.47,2.1,0.005987861,0.001692525,0.006902276,-0.001812521,54.9,46.0,0.026,-187.0,0.6085,-0.4534,-0.9485,-90,-0.1,55,5.0,32,10,8,52,7.3,42,0.1,0.1,39,-5,33,868,3908,1897,61.0,13.8,-25800,-27600,13.7471,3.6822,14.92484,0.0,-0.01,-0.01,0.0,0.14,0.0272,4.4819,-0.041,0.0085,-0.9,-0.5,-1.7,0.456,1.05,-0.067,-0.256,2666.21,3354.84,24.033,0.655,0.263,0.06,0.14
1.10.2014,125.3447826,-5.765114947,-7.10851046,-6.920601811,24.87956522,23.59826087,22.35347826,20.55304348,19.21,18.32217391,88.77782609,88.4326087,89.42173913,90.69478261,-3.41173913,-3.333043478,-3.18826087,-3.07173913,0.989130435,1.273043478,2.262173913,19.11445027,16.48975041,15.43287645,0.801415258,0.584198231,0.718122159,0.589319116,0.703658647,83.66100311,4.16,98.5552,100.1726,5.7,2494,2300,1400,288750,42.1,4.13,2.3,-0.07,-0.04,0.01,1.46,2.21,3.83,18.06,2.3,-0.011126201,-0.002061609,0.008321642,0.000108714,68.822,60.3,0.647,1759.0,-0.3122,1.1231,-1.2922,377,0.4,48,-2.4,17,23,10,74,2.5,20,0.0,0.0,51,-9,-20,-5445,509,4094,5.5,26.4,-47700,-54100,4.8564,1.54,8.18951,0.0,0.0,0.01,-0.01,-0.22,0.0158,0.6007,-0.0216,0.0201,-1.0,-2.0,-7.0,-0.052,0.667,0.117,-0.056,237.73,132.7,5.4041,0.909,0.248,0.03,0.05
1.11.2014,130.2473684,-7.11994552,-7.42884739,-9.22393919,30.8795,29.1095,28.487,26.524,24.696,23.123,80.787,80.4145,81.492,82.979,-3.3365,-3.628,-3.6175,-3.4805,1.0775,1.487,2.5645,23.75955448,21.68065261,19.26306081,0.785727227,0.607776837,0.740243534,0.593884371,0.706213078,84.38005066,1.309666667,100.4474,100.4499,5.8,2474,2403,1400,291600,42.2,7.31,2.33,-0.07,-0.02,0.04,1.53,2.24,3.83,13.41,1.9,-0.010866864,-0.00151811,0.011373262,0.001038357,80.848,72.5,0.281,3664.0,1.5666,1.1609,0.1933,77,0.4,37,-1.6,13,17,8,59,3.0,15,0.0,0.0,-73,7,52,-5934,-2033,4973,18.1,26.6,-171100,-185100,20.9266,6.3816,14.53197,0.0,0.0,0.02,0.03,0.07,0.0114,8.273,-0.0303,0.0113,-1.0,-1.6,0.2,-0.507,1.65,-0.456,-0.427,-365.26,2275.41,10.4664,1.016,0.318,0.02,0.03
1.12.2014,132.2859091,-5.689486158,-9.079997685,-10.86275023,42.31318182,40.17545455,38.56318182,34.57545455,31.84681818,29.69727273,64.40590909,63.84909091,65.05090909,67.12454545,-5.805,-5.547272727,-5.242272727,-4.887727273,1.201818182,2.073636364,3.275454545,36.62369566,31.09545686,27.70043159,0.783439999,0.631820328,0.764104587,0.599659302,0.711843074,86.52622223,1.052580645,100.1231,100.2965,5.6,2370,2320,1270,284500,42.1,10.81,2.21,-0.09,-0.01,0.09,1.52,2.09,3.67,16.29,4.8,-0.000889259,0.000887372,0.012429843,0.003593311,98.833,78.8,0.244,7943.0,-0.2627,-1.0836,2.2152,-162,0.0,25,-3.6,21,3,5,45,7.6,15,0.0,0.1,72,11,22,-320,-6990,-2208,52.1,47.7,104100,90800,21.8521,11.3491,21.62283,0.03,0.01,0.04,0.08,0.02,0.0111,3.0239,-0.0127,0.0207,-3.8,-3.5,-1.0,-0.617,2.056,-0.35,-0.443,1491.9,9822.27,42.4563,1.065,0.431,0.0,0.09
1.01.2015,127.601,-6.619874803,-5.820890006,-7.648341052,47.66285714,44.91619048,42.38238095,37.12190476,33.69047619,30.37047619,51.36238095,49.9647619,52.24380952,55.50809524,-5.30047619,-5.35047619,-5.41,-5.28,2.279047619,3.264285714,5.543333333,41.04298234,39.09530047,34.7340399,0.798235611,0.65571242,0.787838248,0.61127529,0.721813549,111.9856949,1.122258065,100.2445,99.1578,5.7,2393,2319,1377,287600,42.0,6.58,1.88,-0.08,-0.03,0.09,1.26,1.77,3.35,19.12,4.5,0.012064393,0.004503971,0.012848514,0.004581257,129.117,99.5,0.217,2347.0,0.2246,-0.676,-0.6348,698,-0.7,19,-8.8,27,0,0,20,1.0,13,-0.1,-0.1,12,-8,11,-1774,-2792,238,0.4,58.8,82600,79700,18.1819,15.0927,16.32623,-0.01,0.0,-0.03,-0.01,-0.27,-0.031,-1.0733,-0.0502,0.059,-5.2,-4.8,-5.8,-0.508,-0.113,-0.469,-0.259,49.38,-11483.92,26.635,1.18,0.259,0.04,0.19
1.02.2015,129.4036842,1.28397482,0.33023576,0.33142385,49.1075,45.4705,42.804,36.669,32.647,28.861,60.286,58.3155,60.1925,62.8805,-5.914,-6.396,-6.5915,-5.9265,1.877,2.688,4.565,50.39147482,45.80073576,43.13542385,0.802841675,0.672340072,0.805088575,0.61488593,0.726344217,111.9246979,1.05,99.8656,98.9588,5.5,2392,2238,1333,301250,42.0,7.29,1.98,-0.09,-0.04,0.11,1.36,1.87,3.5,15.9,-2.7,0.004661638,0.002746099,0.009022862,0.002339279,53.947,44.9,0.236,-5583.0,0.2085,-0.7003,0.1161,-386,-0.8,37,-11.9,41,8,1,44,12.3,18,-0.1,-0.1,-199,-61,-66,-5095,-6976,5607,64.1,37.8,-176600,-189400,16.5246,22.4957,14.81665,0.0,-0.01,-0.01,0.02,0.1,-0.0082,0.51,0.0187,0.0377,0.1,-0.7,-0.7,-0.169,-0.25,0.208,0.18,-255.24,-2081.27,31.147,0.991,0.142,0.01,-0.13
